action,actname,actvalue,cid,citations,cmpdname,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,refchemids,refsids,srccmpd,srccmpdurl,srctarget,srctargetname,srctargeturl,synonym,taxid,taxname
Simvastatin results in increased expression of BDNF,,,54454,"Han X, Yang N, Xu Y, Zhu J, Chen Z, Liu Z, Dang G, Song C. Simvastatin treatment improves functional recovery after experimental spinal cord injury by upregulating the expression of BDNF and GDNF. Neurosci Lett. 2011 Jan 10;487(3):255–9. doi: 10.1016/j.neulet.2010.09.007. PMID: 20851742.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:20851742,https://www.ncbi.nlm.nih.gov/pubmed/20851742,627,BDNF,25567593,,20851742,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,627,BDNF,https://ctdbase.org/detail.go?type=gene&acc=627,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of BMP1 mRNA,,,54454,"Nishimura T, Vaszar LT, Faul JL, Zhao G, Berry GJ, Shi L, Qiu D, Benson G, Pearl RG, Kao PN. Simvastatin rescues rats from fatal pulmonary hypertension by inducing apoptosis of neointimal smooth muscle cells. Circulation. 2003 Sep 30;108(13):1640–5. doi: 10.1161/01.cir.0000087592.47401.37. PMID: 12963647.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12963647,https://www.ncbi.nlm.nih.gov/pubmed/12963647,649,BMP1,18593856,,12963647,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,649,BMP1,https://ctdbase.org/detail.go?type=gene&acc=649,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of BMP2,,,54454,"Nyan M, Sato D, Oda M, Machida T, Kobayashi H, Nakamura T, Kasugai S. Bone formation with the combination of simvastatin and calcium sulfate in critical-sized rat calvarial defect. J Pharmacol Sci. 2007 Aug;104(4):384–6. doi: 10.1254/jphs.sc0070184. PMID: 17721043.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17721043,https://www.ncbi.nlm.nih.gov/pubmed/17721043,650,BMP2,14637011,,17721043,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,650,BMP2,https://ctdbase.org/detail.go?type=gene&acc=650,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of CALB2 protein,,,54454,"Ponce J, Brea D, Carrascal M, Guirao V, Degregorio-Rocasolano N, Sobrino T, Castillo J, Dávalos A, Gasull T. The effect of simvastatin on the proteome of detergent-resistant membrane domains: decreases of specific proteins previously related to cytoskeleton regulation, calcium homeostasis and cell fate. Proteomics. 2010 May;10(10):1954–65. doi: 10.1002/pmic.200900055. PMID: 20217863.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:20217863,https://www.ncbi.nlm.nih.gov/pubmed/20217863,794,CALB2,11997386,,20217863,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,794,CALB2,https://ctdbase.org/detail.go?type=gene&acc=794,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin inhibits the reaction [acetic acid results in increased expression of CASP1 protein],,,54454,"Soliman NA, Keshk WA, Rizk FH, Ibrahim MA. The possible ameliorative effect of simvastatin versus sulfasalazine on acetic acid induced ulcerative colitis in adult rats. Chem Biol Interact. 2019 Jan 25;298():57–65. doi: 10.1016/j.cbi.2018.11.002. PMID: 30408459.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:30408459,https://www.ncbi.nlm.nih.gov/pubmed/30408459,834,CASP1,27723193,,30408459,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,834,CASP1,https://ctdbase.org/detail.go?type=gene&acc=834,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in decreased expression of CXCL16 mRNA,,,54454,"Beverly BE, Lambright CS, Furr JR, Sampson H, Wilson VS, McIntyre BS, Foster PM, Travlos G, Gray LE. Simvastatin and dipentyl phthalate lower ex vivo testicular testosterone production and exhibit additive effects on testicular testosterone and gene expression via distinct mechanistic pathways in the fetal rat. Toxicol Sci. 2014 Oct;141(2):524–37. PMID: 25055962; PMCID: PMC4200049.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:25055962,https://www.ncbi.nlm.nih.gov/pubmed/25055962,58191,CXCL16,12758740,PMC4200049,25055962,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,58191,CXCL16,https://ctdbase.org/detail.go?type=gene&acc=58191,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in decreased expression of CXCR4 mRNA,,,54454,"Kalyanasundaram A, Elmore JR, Manazer JR, Golden A, Franklin DP, Galt SW, Zakhary EMA, Carey DJ. Simvastatin suppresses experimental aortic aneurysm expansion. Journal of Vascular Surgery. 2006 Jan;43(1):117–117.e39. doi: 10.1016/j.jvs.2005.08.007.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16414398,https://www.ncbi.nlm.nih.gov/pubmed/16414398,7852,CXCR4,10564525,,16414398,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,7852,CXCR4,https://ctdbase.org/detail.go?type=gene&acc=7852,Simvastatin,10116,Rattus norvegicus (Norway rat)
[simvastatin co-treated with di-n-pentyl phthalate] results in decreased expression of CYP11B1 mRNA,,,54454,"Beverly BE, Lambright CS, Furr JR, Sampson H, Wilson VS, McIntyre BS, Foster PM, Travlos G, Gray LE. Simvastatin and dipentyl phthalate lower ex vivo testicular testosterone production and exhibit additive effects on testicular testosterone and gene expression via distinct mechanistic pathways in the fetal rat. Toxicol Sci. 2014 Oct;141(2):524–37. PMID: 25055962; PMCID: PMC4200049.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:25055962,https://www.ncbi.nlm.nih.gov/pubmed/25055962,1584,CYP11B1,12758740,PMC4200049,25055962,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,1584,CYP11B1,https://ctdbase.org/detail.go?type=gene&acc=1584,Simvastatin,10116,Rattus norvegicus (Norway rat)
[simvastatin co-treated with di-n-pentyl phthalate] results in decreased expression of CYP17A1 mRNA,,,54454,"Beverly BE, Lambright CS, Furr JR, Sampson H, Wilson VS, McIntyre BS, Foster PM, Travlos G, Gray LE. Simvastatin and dipentyl phthalate lower ex vivo testicular testosterone production and exhibit additive effects on testicular testosterone and gene expression via distinct mechanistic pathways in the fetal rat. Toxicol Sci. 2014 Oct;141(2):524–37. PMID: 25055962; PMCID: PMC4200049.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:25055962,https://www.ncbi.nlm.nih.gov/pubmed/25055962,1586,CYP17A1,12758740,PMC4200049,25055962,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,1586,CYP17A1,https://ctdbase.org/detail.go?type=gene&acc=1586,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in decreased expression of CYP3A4 mrna|simvastatin results in decreased activity of CYP3A4 protein|berberine promotes the reaction [simvastatin results in decreased expression of CYP3A4 protein]|simvastatin promotes the reaction [berberine results in decreased activity of CYP3A4 protein]|berberine promotes the reaction [simvastatin results in decreased activity of CYP3A4 protein]|simvastatin results in decreased expression of CYP3A4 protein,,,54454,"Feng P, Zhao L, Guo F, Zhang B, Fang L, Zhan G, Xu X, Fang Q, Liang Z, Li B. The enhancement of cardiotoxicity that results from inhibiton of CYP 3A4 activity and hERG channel by berberine in combination with statins. Chem Biol Interact. 2018 Sep 25;293():115–23. doi: 10.1016/j.cbi.2018.07.022. PMID: 30086269.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:30086269,https://www.ncbi.nlm.nih.gov/pubmed/30086269,1576,CYP3A4,19615486,,30086269,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,1576,CYP3A4,https://ctdbase.org/detail.go?type=gene&acc=1576,Simvastatin,10116,Rattus norvegicus (Norway rat)
[simvastatin co-treated with lipopolysaccharides] results in increased activity of CS protein|simvastatin results in increased activity of CS protein,,,54454,"Ozkok E, Yorulmaz H, Ates G, Serdaroglu-Oflazer P, Tamer AS. Effects of prior treatment with simvastatin on skeletal muscle structure and mitochondrial enzyme activities during early phases of sepsis. Int J Clin Exp Pathol. 2014;7(12):8356–65. PMID: 25674200; PMCID: PMC4314021.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:25674200,https://www.ncbi.nlm.nih.gov/pubmed/25674200,1431,CS,16142759,PMC4314021,25674200,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,1431,CS,https://ctdbase.org/detail.go?type=gene&acc=1431,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin inhibits the reaction [CTF1 results in increased phosphorylation of STAT3 protein]|simvastatin inhibits the reaction [CTF1 results in increased phosphorylation of JAK2 protein],,,54454,"Liu J, Shen Q, Wu Y. Simvastatin prevents cardiac hypertrophy in vitro and in vivo via JAK/STAT pathway. Life Sci. 2008 May 07;82(19-20):991–6. doi: 10.1016/j.lfs.2008.02.012. PMID: 18400235.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18400235,https://www.ncbi.nlm.nih.gov/pubmed/18400235,1489,CTF1,8600364,,18400235,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,1489,CTF1,https://ctdbase.org/detail.go?type=gene&acc=1489,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in decreased expression of CXCL10 protein,,,54454,"Yin R, Zhu J, Shao H, Cheng X, Feng X, Li Z, Jing H. Inhibition of Chemokine Receptor CCR2 and CCR5 Expression Contributes to Simvastatin-induced Attenuation of Cardiac Allograft Vasculopathy. The Journal of Heart and Lung Transplantation. 2007 May;26(5):485–93. doi: 10.1016/j.healun.2007.02.006.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17449418,https://www.ncbi.nlm.nih.gov/pubmed/17449418,3627,CXCL10,347964,,17449418,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3627,CXCL10,https://ctdbase.org/detail.go?type=gene&acc=3627,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin inhibits the reaction [EDN1 protein results in increased expression of CLCN3 protein]|simvastatin results in decreased expression of CLCN3 protein,,,54454,"Liu YJ, Wang XG, Tang YB, Chen JH, Lv XF, Zhou JG, Guan YY. Simvastatin ameliorates rat cerebrovascular remodeling during hypertension via inhibition of volume-regulated chloride channel. Hypertension. 2010 Sep;56(3):445–52. doi: 10.1161/hypertensionaha.110.150102. PMID: 20644009.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:20644009,https://www.ncbi.nlm.nih.gov/pubmed/20644009,1182,CLCN3,393838,,20644009,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,1182,CLCN3,https://ctdbase.org/detail.go?type=gene&acc=1182,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of COL2A1 mRNA,,,54454,"Zhang H, Wang L, Park JB, Park P, Yang VC, Hollister SJ, La Marca F, Lin C. Intradiscal injection of simvastatin retards progression of intervertebral disc degeneration induced by stab injury. Arthritis Research & Therapy. 2009 Nov 13;11(6):r172. doi: 10.1186/ar2861.|Zhang H, Lin CY. Simvastatin stimulates chondrogenic phenotype of intervertebral disc cells partially through BMP-2 pathway. Spine (Phila Pa 1976). 2008 Jul 15;33(16):E525–31. doi: 10.1097/brs.0b013e31817c561b. PMID: 18628692.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18628692|PMID:19912653,https://www.ncbi.nlm.nih.gov/pubmed/18628692|https://www.ncbi.nlm.nih.gov/pubmed/19912653,1280,COL2A1,6544975|14012420,PMC3003500,18628692|19912653,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,1280,COL2A1,https://ctdbase.org/detail.go?type=gene&acc=1280,Simvastatin,10116,Rattus norvegicus (Norway rat)
